# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?compute_bones_matrices@bone_matrices_computer@animation@vostok@@QBEXPAVfloat4x4@math@3@0PBI@Z	vostok/animation/sources/bone_matrices_computer.cpp	animation	parked	SIZE	67.4405	67.4405	67.4405	1	240	f	7b879088b111	Corrected target mask index to (j-i), reconstructed combined children_begin/children_end declaration, and restored target line offsets. Exact 6-statement ownership and same 11-block CFG/branches; central B2-B8 recursive-call loop matches. Residual is MSVC /GL root-pointer register and stack-slot allocation (target 240, base 233).
?compute_bones_matrices@n_ary_tree@mixing@animation@vostok@@QBEXPBXABVskeleton@34@QAVfloat4x4@math@4@2PAI@Z	vostok/animation/sources/mixing_n_ary_tree.cpp	animation	done	MATCH	100	100	100	1	58		571e722d71bd	Exact target one-statement source and exact size; custom /GL this-in-EAX and ESI temporary versus base this-in-ECX/EAX scheduling.
?compute_buffer_size@n_ary_tree_converter@mixing@animation@vostok@@AAEXXZ	vostok/animation/sources/mixing_n_ary_tree_converter.cpp	animation	parked	QUANTITY	82.7675	82.7675	100	2	616		f2a4cadb8ef8	Target 28/base 27 PDB statements with target calculator/animated_objects local set; loop and size accounting align. Residual is target inlining STL sort/unique and pointer cleanup while base emits helpers.
?compute_caster_model_fixed@shadow_cascade_volume@render@vostok@@QAEXAAV?$fixed_vector@Vplane@math@vostok@@$0BA@@3@AAVfloat3@math@3@M_N@Z	vostok/render/engine/sources/shadow_cascade_volume.h	render	parked	SPLIT	98.9569	98.9569	98.9569	2	5177		05003bc960c3	Recovered the target caller constant (clip_by_view_near=true): 78.06%->98.96%, 98:98 statements, identical 0x1439 size, 113:113 CFG and identical callees. Residual is a target 0x58 vs base 0x50 spill frame plus FP operand/register scheduling in five statements; no missing named local, branch, or call.
?compute_cloud_density@cloud_simulation@render@vostok@@AAEXIIIAAM@Z			blocked				0	1	0			FAILED experiments (reverted): floor-locals extraction in indirect_light 61.5->58.8; sample_y wrap in density 76.0->39.1 (in_grid convention ripple). The 0xb7 floor-region gap and density TRGT records remain unexplained - do not retry these two shapes.
?compute_cloud_density@cloud_simulation@render@vostok@@AAEXXZ	vostok/render/engine/sources/cloud_simulation.cpp	render	parked	QUANTITY	76.0072	76.0072	76.0072	2	808	f	41544c04004f	same reconstructed neighborhood filter; residual is target register-this/plain-ret versus base stack-this/ret4 LTCG convention and resulting unrolled allocation
?compute_direct_light@cloud_simulation@render@vostok@@AAEXABVfloat3@math@3@ABUcloud_key_parameters@23@@Z	vostok/render/engine/sources/cloud_simulation.cpp	render	parked	SIZE	70.7436	70.7436	70.7436	2	285	f	4235fe3185ae	SPLIT 10:10; pow-chain expansion attribution.
?compute_indirect_light@cloud_simulation@render@vostok@@AAEXABVfloat3@math@3@@Z			blocked				0	1	0			FAILED experiments (reverted): floor-locals extraction in indirect_light 61.5->58.8; sample_y wrap in density 76.0->39.1 (in_grid convention ripple). The 0xb7 floor-region gap and density TRGT records remain unexplained - do not retry these two shapes.
?compute_indirect_light@cloud_simulation@render@vostok@@AAEXABVfloat3@math@3@ABUcloud_key_parameters@23@@Z	vostok/render/engine/sources/cloud_simulation.cpp	render	parked	SPLIT	61.5227	61.5227	61.5227	2	1825	f	c1e035c288d7	Unexplained 0xb7 floor-region codegen remains after the failed floor-local experiment (61.5->58.8, reverted); in_grid convention couples the TU. Park pending program convergence.
?compute_luminance_parameters@stage_postprocess@render@vostok@@AAE?AVfloat4@math@3@I@Z	vostok/render/engine/sources/stage_postprocess.cpp	render	done	MATCH	100	100	100	1	126	f	4281073c2e84	Exact five-statement shape and identical eight-block CFG; residual is intrusive-pointer increment/decrement/release inline-vs-call codegen at the call boundary.
?compute_max_error@bullet@survarium@@AAEMMMABVfloat3@math@vostok@@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	1	292		6cc3d28f3675	"[DONE 84.59%] per-call-site operator| inline-vs-call, the documented non-steerable LTCG class (assembly_patterns.md ""per-call-site inline-vs-call of operator|"" - do not re-litigate). | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE."
?compute_parabolic_position@bullet@survarium@@AAE?AVfloat3@math@vostok@@MABV345@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	2	400		5f987958dd81	auto: at 100% ceiling, demoted from queue
?compute_parabolic_velocity@bullet@survarium@@AAE?AVfloat3@math@vostok@@MABV345@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	2	228		cd81980988fb	auto: at 100% ceiling, demoted from queue
?compute_per_pixel_eye_adaptated_luminance@stage_postprocess@render@vostok@@AAEXXZ	vostok/render/engine/sources/stage_postprocess.cpp	render	parked	SIZE	97.0244	97.0244	97.0244	1	708		5f7c76b86de0	Exact 16-body-statement geometry and identical 40-block CFG; residual is repeated intrusive-pointer increment/decrement/release inline-vs-call plus register allocation at texture and fill_surface2 boundaries.
?compute_planes@shadow_cascade_volume@render@vostok@@QAEXXZ	vostok/render/engine/sources/shadow_cascade_volume.h	render	done	MATCH	100	100	100	0	433	f	8cddf89fd4ef	
?compute_points@btVoronoiSimplexSolver@@QAEXAAVbtVector3@@0@Z	bullet/bulletcollision/narrowphasecollision/btvoronoisimplexsolver.cpp	bullet	done	MATCH	100	100	100	1	67	f		auto: at 100% ceiling, demoted from queue
?compute_skeleton_branch@bone_matrices_computer@animation@vostok@@ABEXABVskeleton_bone@23@PAVfloat4x4@math@3@ABV563@PBI3@Z	vostok/animation/sources/bone_matrices_computer.cpp	animation	parked	SIZE	88.7727	88.7727	88.7727	1	254	f	853452339c1f	Exact 4-statement line ownership and target-faithful recursive mask arithmetic. Loop core aligns; residual 254/266 is aggregate hidden-return and mul4x3/computed_local_bone_matrix call scheduling plus padding under /GL.
?compute_skeleton_branch_local@bone_matrices_computer@animation@vostok@@ABEXABVskeleton_bone@23@PAVfloat4x4@math@3@PBI2@Z	vostok/animation/sources/bone_matrices_computer.cpp	animation	done	MATCH	100	100	100	1	197	f	01d60fd71088	Byte-exact 100%. Corrected recursive mask propagation from bone_mask to target-evidenced result_masks and restored exact PDB line structure; QUANTITY 6:7 resolved.
?compute_trajectory_position@bullet@survarium@@AAE?AVfloat3@math@vostok@@MABV345@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	1	241		e0a70c6d8a0c	[DONE 99.95%] LTCG residual; structure-diff clean (size 0/quantity 0)
?compute_trajectory_velocity@bullet@survarium@@AAE?AVfloat3@math@vostok@@MABV345@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	1	150		4b09095920ba	[DONE 99.86%] Target allocated less stack (LTCG); structure-diff clean (size 0/quantity 0)
?computed_animation_time@n_ary_tree@mixing@animation@vostok@@ABEMAAVn_ary_tree_animation_node@234@MIIIM@Z	vostok/animation/sources/mixing_n_ary_tree.cpp	animation	parked	SIZE	59.4	59.4	94.75	1	115	f	0b820d5bfcfe	Exact size, CFG, and PDB structure; four-instruction residual is /GL indirect-callback argument and x87 scheduling.
?computed_animation_time@n_ary_tree_animation_time_calculator@mixing@animation@vostok@@AAEMMIIIM@Z	vostok/animation/sources/mixing_n_ary_tree_animation_time_calculator.cpp	animation	parked	SIZE	60.5333	60.5333	95.3333	2	125	f	d922abbbe17a	Exact size, 6/6-block FLOW-SAME, and STRUCTURE MATCH; residual is target /GL FastDelegate register convention and call scheduling.
?computed_backward_recoil_time@weapon_core@survarium@@AAEMMMIIIM@Z	vostok/game_core/sources/weapon_core.cpp	game_core	parked	QUANTITY	99.25	99.25	99.25	4	249		0f37f833c7ac	game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?computed_horizontal_recoil_time@weapon_core@survarium@@AAEMMMIIIM@Z	vostok/game_core/sources/weapon_core.cpp	game_core	parked	QUANTITY	99.1667	99.1667	99.1667	4	189		984196782a46	game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?computed_local_bone_matrix@bone_matrices_computer@animation@vostok@@ABE?AVfloat4x4@math@3@ABVskeleton_bone@23@I@Z	vostok/animation/sources/bone_matrices_computer.cpp	animation	parked	QUANTITY	97.2634	97.2634	97.2634	1	1039		28a42eef9134	target and base have identical seven-block CFG and instruction counts; operand diff is a uniform 0x14 stack-temporary displacement with 0x104 vs 0x114 frame allocation across the inlined matrix expression
?computed_local_bone_transform@bone_matrices_computer@animation@vostok@@ABE?AUbone_transform@23@ABVskeleton_bone@23@II@Z	vostok/animation/sources/bone_matrices_computer.cpp	animation	parked	QUANTITY	87.9078	87.9078	87.9078	2	1052		b96d6cfa2041	Target-shaped frame const& ternary and normalization reciprocal restored; score rose 67.76% to 87.91% with exact 32-block CFG. Residual is proven LTCG call-boundary allocation: target bone_index receives this/name in ESI/EAX and returns without stack cleanup, while base pushes this and returns 4, cascading into stack/register and alloca ordering. Removing the animation reference local was tested: it reduced PDB statements to 27 but lowered this function and perturbed global ICF, so the stable 28-statement source state is retained.
?computed_operands_count@mixing@animation@vostok@@YA?AU?$pair@II@stlp_std@@AAVn_ary_tree_animation_node@123@0@Z	vostok/animation/sources/mixing_n_ary_tree_transition_tree_constructor.cpp	animation	parked	QUANTITY	84.7339	84.7339	84.7339	1	333	f	a3a55449fe08	Restored target PDB end-iterator types n_ary_tree_base_node* const* const. Target/source retain the same 23-block algorithm; residual remains stack-slot/register allocation and virtual-call instruction scheduling.
?computed_reload_animation_time_scale@survarium@@YAMABV?$resource_ptr@Vmanaged_resource@resources@vostok@@Vmanaged_intrusive_base@23@@resources@vostok@@M@Z	vostok/game_core/weapon_animations_timescale_inline.h	game_core	parked	SIZE	7.4103	7.4103	27.6923	1	148	f	e61ad28cf269	Source algorithm and local shape are reconstructed; target FPO/x87 fully inlines length_in_frames while this COMDAT owner emits SSE and an out-of-line helper. Reopen when COMDAT ownership or optimization context changes.
?computed_shooting_animation_time_scale@survarium@@YAMABV?$resource_ptr@Vmanaged_resource@resources@vostok@@Vmanaged_intrusive_base@23@@resources@vostok@@M@Z	vostok/game_core/weapon_animations_timescale_inline.h	game_core	parked	SPLIT	11.9464	11.9464	11.9464	1	314	f	47d8e5518e84	STATE[STUB]: target bone-event scan requires confirmed event-count/array fields at +0x20/+0x24 and event type byte 7. Reopen when bone_animation and event-channel layouts are recovered.
?computed_shotgun_reload_animation_time_scale@survarium@@YAMABV?$resource_ptr@Vmanaged_resource@resources@vostok@@Vmanaged_intrusive_base@23@@resources@vostok@@IM@Z	vostok/game_core/weapon_animations_timescale_inline.h	game_core	parked	SIZE	24.2	31.5556	31.5556	1	152	f	8750d9773eeb	game_core #403 cleanup: NON-STEERABLE (structure-diff-verified at stack top) - target FPO-optimized inline (this-in-eax, 0 PDB line records) / COMDAT FP-codegen (x87 vs SSE) vs /Od base.
?computed_tree@n_ary_tree_transition_tree_constructor@mixing@animation@vostok@@QAE?AVn_ary_tree@234@XZ	vostok/animation/sources/mixing_n_ary_tree_transition_tree_constructor.cpp	animation	done	MATCH	100	100	100	1	63	f	3f9e1f281d07	Target/base have two matching statements and identical one-block CFG; target differs by one instruction through return-object constructor scheduling.
?computed_vertical_recoil_time@weapon_core@survarium@@AAEMMMIIIM@Z	vostok/game_core/sources/weapon_core.cpp	game_core	parked	QUANTITY	99.1667	99.1667	99.1667	4	189		d9f1d9fed14d	game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?concat2buffer@path_parts@logging@vostok@@QAEXAAY0CAA@D@Z	vostok/logging/sources/path_parts.cpp	logging	parked	MATCH	99.9706	99.9706	99.9706	0	211		44209a26cc20	[DONE 99.97%] one assert-dummy stack slot ([ebp-15h] vs target [ebp-16h]) - allocation noise.
?concat@ColorTransform@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAV123456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_colortransform.cpp	gfx	done	MATCH	100	100	100	0	91	f		
?concat@Matrix@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAV123456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_matrix.cpp	gfx	done	MATCH	100	100	100	0	255			
?concat@tuples@detail@strings@vostok@@QBEXPBD@Z	vostok/strings_detail_tuples_inline.h	vostok	inprogress	MATCH	99.4737	99.4737	99.4737	0	85	f	083c6664114b	
?concatenatedColorTransformGet@Transform@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VColorTransform@fl_geom@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_transform.cpp	gfx	done	MATCH	100	100	100	0	917			
?concatenatedMatrixGet@Transform@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VMatrix@fl_geom@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_transform.cpp	gfx	done	MATCH	100	100	100	0	762			
?condenseWhiteGet@TextField@fl_text@Instances@AS3@GFx@Scaleform@@QAEXAA_N@Z	src/gfx/as3/obj/text/as3_obj_text_textfield.cpp	gfx	done	MATCH	100	100	100	0	24	f		
?condenseWhiteSet@TextField@fl_text@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@_N@Z	src/gfx/as3/obj/text/as3_obj_text_textfield.cpp	gfx	done	MATCH	100	100	100	0	30	f		
?config@booby_trap_set_core@survarium@@QBEABUconfig_params@12@XZ	vostok/game_core/booby_trap_set_core.h	game_core	done	MATCH	100	100	100	0	6	f	e7ebfcf4ed18	
?conjugate@math@vostok@@YA?AVquaternion@12@ABV312@@Z	vostok/math_quaternion_inline.h	vostok	done	MATCH	100	100	100	0	110	f	aac9e38763af	
?connect@?$basic_socket@Vudp@ip@asio@boost@@V?$datagram_socket_service@Vudp@ip@asio@boost@@@34@@asio@boost@@QAEXABV?$basic_endpoint@Vudp@ip@asio@boost@@@ip@23@@Z	boost/asio/basic_socket.hpp	boost	done	MATCH	100	100	100	0	327		49262e6ce5e8	
?connect@SharedObject@fl_net@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAVNetConnection@23456@ABVASString@56@@Z	src/gfx/as3/obj/net/as3_obj_net_sharedobject.cpp	gfx	done	MATCH	100	100	100	0	26	f		
?connect@Socket@fl_net@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@ABVASString@56@J@Z	src/gfx/as3/obj/net/as3_obj_net_socket.cpp	gfx	blocked				0	0	25	f		
?connect@async_connector@network_core@vostok@@AAEXABV?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@@Z	vostok/network_core/sources/async_connector.cpp	network_core	parked	SIZE	91.8868	91.8868	91.8868	1	178		5399c33084ec	[PARTIAL 91.89%] structurally byte-correct; anon-ns placeholder hash + register alloc noise | network_core closeout (#407): structure + named-locals MATCH the target across all 15 TUs (verified by the 4 matchers, pdb_fetch structure-diff/info). Byte residuals are non-steerable library/codegen walls: MIXED-OPTIMIZATION (packet<> templates compiled optimized in the shipped game vs /Od base), packet serialize/r<>/append/resize inline-vs-call, boost::function/bind asio completion-handler inline, StlPort basic_string overload-resolution, LOG/ASSERT-eater macro form, LTCG/ICF call-boundary + seed-immediate + secure-CRT reloc naming. See per-TU claude@NOTEs.
?connect@async_connector@network_core@vostok@@QAEXAAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@PBDGABV?$function@$$A6AXXZ@6@ABV?$function@$$A6AXW4client_error_codes_enum@network_core@vostok@@Verror_code@system@boost@@@Z@6@@Z	vostok/network_core/sources/async_connector.cpp	network_core	parked	SIZE	90.6215	90.6215	90.6215	1	714		63b15e28e7bf	[PARTIAL 91.89%] structurally byte-correct; anon-ns placeholder hash + register alloc noise | network_core closeout (#407): structure + named-locals MATCH the target across all 15 TUs (verified by the 4 matchers, pdb_fetch structure-diff/info). Byte residuals are non-steerable library/codegen walls: MIXED-OPTIMIZATION (packet<> templates compiled optimized in the shipped game vs /Od base), packet serialize/r<>/append/resize inline-vs-call, boost::function/bind asio completion-handler inline, StlPort basic_string overload-resolution, LOG/ASSERT-eater macro form, LTCG/ICF call-boundary + seed-immediate + secure-CRT reloc naming. See per-TU claude@NOTEs.
?connect@lobby_client@survarium@@QAEXABUserver_connection_info@vostok@@@Z	vostok/game/sources/lobby_client.cpp	game	inprogress	SIZE	72.9412	72.9412	72.9412	1	53	f	348122a1891a	
?connect@login_client_impl@network@vostok@@AAEXW4resolve_error_types_enum@3@V?$basic_resolver_iterator@Vtcp@ip@asio@boost@@@ip@asio@boost@@IABV?$function@$$A6AXW4connection_error_types_enum@vostok@@@Z@8@@Z	vostok/network/sources/login_client_impl_connect.cpp	network	inprogress	SIZE	96.5459	96.5459	97.9613	0	823		5af308e62467	
?connect@match_client@network@vostok@@QAEXPBDGIPAVudp_match_packet@network_core@3@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4lobby_server_message_types_enum@2@@Z@boost@@@Z	vostok/network/sources/match_client.cpp	network	inprogress	SIZE	68.8165	68.8165	68.8165	0	637		69b0ab8a6c18	
?connect@match_client@survarium@@QAEXPBDGIIABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4lobby_server_message_types_enum@2@@Z@boost@@@Z	vostok/game/sources/match_client.cpp	game	inprogress	SIZE	82.9667	82.9667	82.9667	1	76	f	e85126f5e3bf	
?connect@match_client_impl@network@vostok@@QAEXPBDGIPBVudp_match_packet@network_core@3@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4lobby_server_message_types_enum@2@@Z@boost@@@Z	vostok/network/sources/match_client_impl.cpp	network	inprogress	SIZE	65.3333	65.3333	65.3333	0	95		1e923698863e	
?connect@messaging_client@survarium@@QAEXABUserver_connection_info@vostok@@@Z	vostok/game/sources/messaging_client.cpp	game	done	MATCH	100	100	100	3	166	f	67b1c64c6cf1	Whole-TU PDB/assembly audit: recovered session_id=-1 and preserved reconnect count; connect/ctor exact; target statement lines reconstructed; remaining compiler-context walls flagged.
?connect@socket_ops@detail@asio@boost@@YAHIPBUsockaddr@@IAAVerror_code@system@4@@Z	boost/asio/detail/impl/socket_ops.ipp	boost	done	MATCH	100	100	100	1	172		86371bd6921b	auto: at 100% ceiling, demoted from queue
?connect@tcp_packet_client@network@vostok@@QAEXPBDG@Z	vostok/network/sources/tcp_packet_client.cpp	network	done	MATCH	100	100	100	1	310		eea77d79f2f6	Audited complete TU against current report and retained target PDB structure; removed stale wall narration from exact functions and parked each current residual with a concrete compiler-context trigger.
?connect@tcp_packet_client@network_core@vostok@@QAEXPBDG@Z	vostok/network_core/sources/tcp_packet_client.cpp	network_core	done	MATCH	100	100	100	2	173		fbc277eaa6a0	auto: at 100% ceiling, demoted from queue
?connect@udp_match_client@network_core@vostok@@QAEXPBDGPAVudp_match_packet@23@I@Z	vostok/network_core/sources/udp_match_client.cpp	network_core	done	MATCH	100	100	100	2	315		71ed8cf67405	auto: at 100% ceiling, demoted from queue
?connect@udp_match_connection@network_core@vostok@@QAEXPAVudp_match_packet@23@@Z	vostok/network_core/sources/udp_match_connection.cpp	network_core	done	MATCH	100	100	100	2	58		54ee6b1d162d	auto: at 100% ceiling, demoted from queue
?connectPendingToLeft@Tessellator@Render@Scaleform@@AAEXPAUScanChainType@123@I@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	2370	f		
?connectPendingToRight@Tessellator@Render@Scaleform@@AAEXPAUScanChainType@123@I@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	2014	f		
?connectStarting@Tessellator@Render@Scaleform@@AAEXPAUScanChainType@123@PAUBaseLineType@123@@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	657	f		
?connectStartingToLeft@Tessellator@Render@Scaleform@@AAEXPAUScanChainType@123@PAUBaseLineType@123@I@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	2741	f		
?connectStartingToPending@Tessellator@Render@Scaleform@@AAEXPAUScanChainType@123@PAUBaseLineType@123@@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	5534	f		
?connectStartingToRight@Tessellator@Render@Scaleform@@AAEXPAUScanChainType@123@PAUBaseLineType@123@I@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	2548	f		
?connect_impl@tcp_packet_client@network@vostok@@AAEXPBDG@Z	vostok/network/sources/tcp_packet_client.cpp	network	done	MATCH	100	100	100	1	36		75fd771789b5	Audited complete TU against current report and retained target PDB structure; removed stale wall narration from exact functions and parked each current residual with a concrete compiler-context trigger.
?connect_to_login@network_client@survarium@@UAEXPBDG00@Z	vostok/game/sources/network_client.cpp	game	parked	SIZE	88.76	88.76	88.76	2	665		394bc9ad15ed	All 8 target statements are present; residual is LOG_INFO/boost bind glue plus match_client::connect call-boundary emission owned by networking/network_core. Reopen when those helper bodies or compiler contexts change.
?connectedGet@NetConnection@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAA_N@Z	src/gfx/as3/obj/net/as3_obj_net_netconnection.cpp	gfx	done	MATCH	100	100	100	0	26	f		
?connectedGet@Socket@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAA_N@Z	src/gfx/as3/obj/net/as3_obj_net_socket.cpp	gfx	blocked				0	0	17	f		
?connectedProxyTypeGet@NetConnection@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/net/as3_obj_net_netconnection.cpp	gfx	done	MATCH	100	100	100	0	26	f		
?consider_with_name_registry@query_result@resources@vostok@@AAE?AW4consider_with_name_registry_result_enum@123@W4only_try_to_get_associated_resource_bool@123@@Z	vostok/core/sources/resources_query_result_cache.cpp	core	done	MATCH	100	100	100	0	237		419b611bdea6	
?consider_with_name_registry_impl@query_result@resources@vostok@@AAE?AW4consider_with_name_registry_result_enum@123@PBDW4only_try_to_get_associated_resource_bool@123@@Z	vostok/core/sources/resources_query_result_cache.cpp	core	parked	SIZE	96.0929	96.0929	96.9672	1	574		047b062bb968	Source shape is faithful (32/32 statements, same locals and CFG). Opposite whole-program helper retention for resource_base::memory_usage and query_result_for_cook::set_managed_resource is the remaining boundary. Revisit with their real caller cones; do not force it with a new /include anchor.
?constant_data_predicate@render@vostok@@YA_NABUdata_indexer@12@0@Z	vostok/render/core/dx11/sources/effect_constant_storage.cpp	render	done	MATCH	100	100	100	0	19	f	a9a624098f4a	
?construct@?$array_chunk_reader@Vchunk_reader@memory@vostok@@@memory@vostok@@QAEXXZ	vostok/memory_array_chunk_reader_inline.h	vostok	done	MATCH	100	100	100	1	64	f	e7abd32a703e	auto: at 100% ceiling, demoted from queue
?construct@?$associative_chunk_reader@Vchunk_reader@memory@vostok@@@memory@vostok@@QAEXXZ	vostok/memory_associative_chunk_reader_inline.h	vostok	done	MATCH	100	100	100	1	87	f	54f2b33ecc75	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@H@vostok@@CAXPAHABH@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	9	f	5550f7b846a8	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@PAVudp_match_packet@network_core@vostok@@@vostok@@CAXPAPAVudp_match_packet@network_core@2@ABQAV342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	58		5550f7b846a8	
?construct@?$buffer_vector@PBV?$variant@$0CA@@vostok@@@vostok@@CAXPAPBV?$variant@$0CA@@2@ABQBV32@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	17	f	5550f7b846a8	
?construct@?$buffer_vector@U?$pair@V?$resource_ptr@Vsound_emitter@sound@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@U?$pair@II@stlp_std@@@stlp_std@@@vostok@@CAXPAU?$pair@V?$resource_ptr@Vsound_emitter@sound@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@U?$pair@II@stlp_std@@@stlp_std@@ABU34@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	89		5550f7b846a8	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@U?$statistics_item@$0CO@$0BA@@ai@vostok@@@vostok@@CAXPAU?$statistics_item@$0CO@$0BA@@ai@2@ABU342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	60		5550f7b846a8	
?construct@?$buffer_vector@Ucallback@apc@vostok@@@vostok@@CAXPAUcallback@apc@2@ABQAU342@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	1	79	f	b9bb1cd93e36	auto: at 100% ceiling, demoted from queue
?construct@?$buffer_vector@Umodel_desc@grass_layer_desc@render@vostok@@@vostok@@CAXPAUmodel_desc@grass_layer_desc@render@2@ABQAU3452@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	100	100	100	0	90	f	b9bb1cd93e36	
?construct@?$buffer_vector@Uplan_item@planning@ai@vostok@@@vostok@@CAXPAUplan_item@planning@ai@2@ABU3452@@Z	vostok/buffer_vector_inline.h	vostok	done	MATCH	99.8571	100	100	1	57		5550f7b846a8	auto: at 100% ceiling, demoted from queue
